task,parcellation,seed,estimator,variant,input_set,target
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC,CogFluid
downstream,Glasser,0,pca_pls,pca_pls,obs_SC,CogCryst
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC,CogCryst
downstream,Glasser,0,pca_pls,pca_pls,obs_SC,sex
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC,sex
downstream,Glasser,0,pca_pls,pca_pls,obs_SC,age
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_SC,age
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+obs_SC,CogTotal
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,CogTotal
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+obs_SC,CogFluid
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,CogFluid
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+obs_SC,CogCryst
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,CogCryst
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+obs_SC,sex
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,sex
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+obs_SC,age
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+obs_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+obs_SC,age
downstream,Glasser,0,pca_pls,pca_pls,pred_SC,CogTotal
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,CogTotal
downstream,Glasser,0,pca_pls,pca_pls,pred_SC,CogFluid
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,CogFluid
downstream,Glasser,0,pca_pls,pca_pls,pred_SC,CogCryst
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,CogCryst
downstream,Glasser,0,pca_pls,pca_pls,pred_SC,sex
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,sex
downstream,Glasser,0,pca_pls,pca_pls,pred_SC,age
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_SC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_SC,age
downstream,Glasser,0,pca_pls,pca_pls,pred_FC,CogTotal
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,CogTotal
downstream,Glasser,0,pca_pls,pca_pls,pred_FC,CogFluid
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,CogFluid
downstream,Glasser,0,pca_pls,pca_pls,pred_FC,CogCryst
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,CogCryst
downstream,Glasser,0,pca_pls,pca_pls,pred_FC,sex
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,sex
downstream,Glasser,0,pca_pls,pca_pls,pred_FC,age
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",pred_FC,age
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",pred_FC,age
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+bv+demo,CogTotal
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,CogTotal
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+bv+demo,CogFluid
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,CogFluid
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+bv+demo,CogCryst
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=1.0]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=2.0]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=2.0]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=2.0]",obs_FC+bv+demo,CogCryst
downstream,Glasser,0,pca_pls,pca_pls,obs_FC+bv+demo,sex
downstream,Glasser,0,bayesian_ridge,bayesian_ridge,obs_FC+bv+demo,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=0.5]",obs_FC+bv+demo,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=0.5]",obs_FC+bv+demo,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=10.0,gamma_mult=0.5]",obs_FC+bv+demo,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=0.1,gamma_mult=1.0]",obs_FC+bv+demo,sex
downstream,Glasser,0,kernel_ridge,"kernel_ridge[alpha=1.0,gamma_mult=1.0]",obs_FC+bv+demo,sex
